,Date,DGS10
160,42929,2.35
161,42930,2.33
162,42933,2.31
163,42934,2.27
164,42935,2.27
165,42936,2.27
166,42937,2.24
167,42940,2.26
168,42941,2.33
169,42942,2.29
170,42943,2.32
171,42944,2.3
172,42947,2.3
173,42948,2.26
174,42949,2.27
175,42950,2.24
176,42951,2.27
177,42954,2.26
178,42955,2.29
179,42956,2.24
180,42957,2.2
181,42958,2.19
182,42961,2.22
183,42962,2.27
184,42963,2.23
185,42964,2.19
186,42965,2.19
187,42968,2.18
188,42969,2.22
189,42970,2.17
190,42971,2.19
191,42972,2.17
192,42975,2.16
193,42976,2.13
194,42977,2.15
195,42978,2.12
196,42979,2.16
197,42982,2.16
198,42983,2.07
199,42984,2.1
200,42985,2.05
201,42986,2.06
202,42989,2.14
203,42990,2.17
204,42991,2.2
205,42992,2.2
206,42993,2.2
207,42996,2.23
208,42997,2.24
209,42998,2.28
210,42999,2.27
211,43000,2.26
212,43003,2.22
213,43004,2.24
214,43005,2.31
215,43006,2.31
216,43007,2.33
217,43010,2.34
218,43011,2.33
219,43012,2.33
220,43013,2.35
221,43014,2.37
222,43017,2.37
223,43018,2.35
224,43019,2.35
225,43020,2.33
226,43021,2.28
227,43024,2.3
228,43025,2.3
229,43026,2.34
230,43027,2.33
231,43028,2.39
232,43031,2.38
233,43032,2.42
234,43033,2.44
235,43034,2.46
236,43035,2.42
237,43038,2.37
238,43039,2.38
239,43040,2.37
240,43041,2.35
241,43042,2.34
242,43045,2.32
243,43046,2.32
244,43047,2.32
245,43048,2.33
246,43049,2.4
247,43052,2.4
248,43053,2.38
249,43054,2.33
250,43055,2.37
251,43056,2.35
252,43059,2.37
253,43060,2.36
254,43061,2.32
255,43062,2.32
256,43063,2.34
257,43066,2.32
258,43067,2.34
259,43068,2.37
260,43069,2.42
261,43070,2.37
262,43073,2.37
263,43074,2.36
264,43075,2.33
265,43076,2.37
266,43077,2.38
267,43080,2.39
268,43081,2.4
269,43082,2.36
270,43083,2.35
271,43084,2.35
272,43087,2.39
273,43088,2.46
274,43089,2.49
275,43090,2.48
276,43091,2.48
277,43094,2.48
278,43095,2.47
279,43096,2.42
280,43097,2.43
281,43098,2.4
282,43101,2.4
283,43102,2.46
284,43103,2.44
285,43104,2.46
286,43105,2.47
287,43108,2.49
288,43109,2.55
289,43110,2.55
290,43111,2.54
291,43112,2.55
292,43115,2.55
293,43116,2.54
294,43117,2.57
295,43118,2.62
296,43119,2.64
297,43122,2.66
298,43123,2.63
299,43124,2.65
300,43125,2.63
301,43126,2.66
302,43129,2.7
303,43130,2.73
304,43131,2.72
305,43132,2.78
306,43133,2.84
307,43136,2.77
308,43137,2.79
309,43138,2.84
310,43139,2.85
311,43140,2.83
312,43143,2.86
313,43144,2.83
314,43145,2.91
315,43146,2.9
316,43147,2.87
317,43150,2.87
318,43151,2.88
319,43152,2.94
320,43153,2.92
321,43154,2.88
322,43157,2.86
323,43158,2.9
324,43159,2.87
325,43160,2.81
326,43161,2.86
327,43164,2.88
328,43165,2.88
329,43166,2.89
330,43167,2.86
331,43168,2.9
332,43171,2.87
333,43172,2.84
334,43173,2.81
335,43174,2.82
336,43175,2.85
337,43178,2.85
338,43179,2.89
339,43180,2.89
340,43181,2.83
341,43182,2.82
342,43185,2.85
343,43186,2.78
344,43187,2.77
345,43188,2.74
346,43189,2.74
347,43192,2.73
348,43193,2.79
349,43194,2.79
350,43195,2.83
351,43196,2.77
352,43199,2.78
353,43200,2.8
354,43201,2.79
355,43202,2.83
356,43203,2.82
357,43206,2.83
358,43207,2.82
359,43208,2.87
360,43209,2.92
361,43210,2.96
362,43213,2.98
363,43214,3
364,43215,3.03
365,43216,3
366,43217,2.96
367,43220,2.95
368,43221,2.97
369,43222,2.97
370,43223,2.94
371,43224,2.95
372,43227,2.95
373,43228,2.97
374,43229,3
375,43230,2.97
376,43231,2.97
377,43234,3
378,43235,3.08
379,43236,3.09
380,43237,3.11
381,43238,3.06
382,43241,3.06
383,43242,3.06
384,43243,3.01
385,43244,2.98
386,43245,2.93
387,43248,2.93
388,43249,2.77
389,43250,2.84
390,43251,2.83
391,43252,2.89
392,43255,2.94
393,43256,2.92
394,43257,2.97
395,43258,2.93
396,43259,2.93
397,43262,2.96
398,43263,2.96
399,43264,2.98
400,43265,2.94
401,43266,2.93
402,43269,2.92
403,43270,2.89
404,43271,2.93
405,43272,2.9
406,43273,2.9
407,43276,2.87
408,43277,2.88
409,43278,2.83
410,43279,2.84
411,43280,2.85
412,43283,2.87
413,43284,2.83
414,43285,2.83
415,43286,2.84
416,43287,2.82
417,43290,2.86
418,43291,2.87
419,43292,2.85
420,43293,2.85
421,43294,2.83
422,43297,2.85
423,43298,2.86
424,43299,2.88
425,43300,2.84
426,43301,2.89
427,43304,2.96
428,43305,2.95
429,43306,2.94
430,43307,2.98
431,43308,2.96
432,43311,2.98
433,43312,2.96
434,43313,3
435,43314,2.98
436,43315,2.95
437,43318,2.94
438,43319,2.98
439,43320,2.96
440,43321,2.93
441,43322,2.87
442,43325,2.88
443,43326,2.89
444,43327,2.86
445,43328,2.87
446,43329,2.87
447,43332,2.82
448,43333,2.85
449,43334,2.82
450,43335,2.82
451,43336,2.82
452,43339,2.85
453,43340,2.88
454,43341,2.89
455,43342,2.86
456,43343,2.86
457,43346,2.86
458,43347,2.9
459,43348,2.9
460,43349,2.88
461,43350,2.94
462,43353,2.94
463,43354,2.98
464,43355,2.97
465,43356,2.97
466,43357,2.99
467,43360,2.99
468,43361,3.05
469,43362,3.08
470,43363,3.07
471,43364,3.07
472,43367,3.08
473,43368,3.1
474,43369,3.06
475,43370,3.06
476,43371,3.05
477,43374,3.09
478,43375,3.05
479,43376,3.15
480,43377,3.19
481,43378,3.23
482,43381,3.23
483,43382,3.21
484,43383,3.22
485,43384,3.14
486,43385,3.15
487,43388,3.16
488,43389,3.16
489,43390,3.19
490,43391,3.17
491,43392,3.2
492,43395,3.2
493,43396,3.17
494,43397,3.1
495,43398,3.14
496,43399,3.08
497,43402,3.08
498,43403,3.12
499,43404,3.15
500,43405,3.14
501,43406,3.22
502,43409,3.2
503,43410,3.22
504,43411,3.22
505,43412,3.24
506,43413,3.19
507,43416,3.19
508,43417,3.14
509,43418,3.12
510,43419,3.11
511,43420,3.08
512,43423,3.06
513,43424,3.06
514,43425,3.06
515,43426,3.06
516,43427,3.05
517,43430,3.07
518,43431,3.06
519,43432,3.06
520,43433,3.03
521,43434,3.01
522,43437,2.98
523,43438,2.91
524,43439,2.91
525,43440,2.87
526,43441,2.85
527,43444,2.85
528,43445,2.89
529,43446,2.91
530,43447,2.91
531,43448,2.89
532,43451,2.86
533,43452,2.82
534,43453,2.77
535,43454,2.79
536,43455,2.79
537,43458,2.74
538,43459,2.74
539,43460,2.81
540,43461,2.77
541,43462,2.72
542,43465,2.69
543,43466,2.69
544,43467,2.66
545,43468,2.56
546,43469,2.67
547,43472,2.7
548,43473,2.73
549,43474,2.74
550,43475,2.74
551,43476,2.71
552,43479,2.71
553,43480,2.72
554,43481,2.73
555,43482,2.75
556,43483,2.79
557,43486,2.79
558,43487,2.74
559,43488,2.76
560,43489,2.72
561,43490,2.76
562,43493,2.75
563,43494,2.72
564,43495,2.7
565,43496,2.63
566,43497,2.7
567,43500,2.73
568,43501,2.71
569,43502,2.7
570,43503,2.65
571,43504,2.63
572,43507,2.65
573,43508,2.68
574,43509,2.71
575,43510,2.66
576,43511,2.66
577,43514,2.66
578,43515,2.65
579,43516,2.65
580,43517,2.69
581,43518,2.65
582,43521,2.67
583,43522,2.64
584,43523,2.69
585,43524,2.73
586,43525,2.76
587,43528,2.72
588,43529,2.72
589,43530,2.69
590,43531,2.64
591,43532,2.62
592,43535,2.64
593,43536,2.61
594,43537,2.61
595,43538,2.63
596,43539,2.59
597,43542,2.6
598,43543,2.61
599,43544,2.54
600,43545,2.54
601,43546,2.44
602,43549,2.43
603,43550,2.41
604,43551,2.39
605,43552,2.39
606,43553,2.41
607,43556,2.49
608,43557,2.48
609,43558,2.52
610,43559,2.51
611,43560,2.5
612,43563,2.52
613,43564,2.51
614,43565,2.48
615,43566,2.51
616,43567,2.56
617,43570,2.55
618,43571,2.6
619,43572,2.59
620,43573,2.57
621,43574,2.57
622,43577,2.59
623,43578,2.57
624,43579,2.53
625,43580,2.54
626,43581,2.51
627,43584,2.54
628,43585,2.51
629,43586,2.52
630,43587,2.55
631,43588,2.54
632,43591,2.51
633,43592,2.45
634,43593,2.49
635,43594,2.45
636,43595,2.47
637,43598,2.4
638,43599,2.42
639,43600,2.37
640,43601,2.4
641,43602,2.39
642,43605,2.41
643,43606,2.43
644,43607,2.39
645,43608,2.31
646,43609,2.32
647,43612,2.32
648,43613,2.26
649,43614,2.25
650,43615,2.22
651,43616,2.14
652,43619,2.07
653,43620,2.12
654,43621,2.12
655,43622,2.12
656,43623,2.09
657,43626,2.15
658,43627,2.15
659,43628,2.13
660,43629,2.1
661,43630,2.09
662,43633,2.09
663,43634,2.06
664,43635,2.03
665,43636,2.01
666,43637,2.07
667,43640,2.02
668,43641,2
669,43642,2.05
670,43643,2.01
671,43644,2
672,43647,2.03
673,43648,1.98
674,43649,1.96
675,43650,1.96
676,43651,2.04
677,43654,2.05
678,43655,2.07
679,43656,2.07
680,43657,2.13
681,43658,2.12
682,43661,2.09
683,43662,2.13
684,43663,2.06
685,43664,2.04
686,43665,2.05
687,43668,2.05
688,43669,2.08
689,43670,2.05
690,43671,2.08
691,43672,2.08
692,43675,2.06
693,43676,2.06
694,43677,2.02
695,43678,1.9
696,43679,1.86
697,43682,1.75
698,43683,1.73
699,43684,1.71
700,43685,1.72
701,43686,1.74
702,43689,1.65
703,43690,1.68
704,43691,1.59
705,43692,1.52
706,43693,1.55
707,43696,1.6
708,43697,1.55
709,43698,1.59
710,43699,1.62
711,43700,1.52
712,43703,1.54
713,43704,1.49
714,43705,1.47
715,43706,1.5
716,43707,1.5
717,43710,1.5
718,43711,1.47
719,43712,1.47
720,43713,1.57
721,43714,1.55
722,43717,1.63
723,43718,1.72
724,43719,1.75
725,43720,1.79
726,43721,1.9
727,43724,1.84
728,43725,1.81
729,43726,1.8
730,43727,1.79
731,43728,1.74
732,43731,1.72
733,43732,1.64
734,43733,1.73
735,43734,1.7
736,43735,1.69
737,43738,1.68
738,43739,1.65
739,43740,1.6
740,43741,1.54
741,43742,1.52
742,43745,1.56
743,43746,1.54
744,43747,1.59
745,43748,1.67
746,43749,1.76
747,43752,1.76
748,43753,1.77
749,43754,1.75
750,43755,1.76
751,43756,1.76
752,43759,1.8
753,43760,1.78
754,43761,1.77
755,43762,1.77
756,43763,1.8
757,43766,1.85
758,43767,1.84
759,43768,1.78
760,43769,1.69
761,43770,1.73
762,43773,1.79
763,43774,1.86
764,43775,1.81
765,43776,1.92
766,43777,1.94
767,43780,1.94
768,43781,1.92
769,43782,1.88
770,43783,1.82
771,43784,1.84
772,43787,1.81
773,43788,1.79
774,43789,1.73
775,43790,1.77
776,43791,1.77
777,43794,1.76
778,43795,1.74
779,43796,1.77
780,43797,1.77
781,43798,1.78
782,43801,1.83
783,43802,1.72
784,43803,1.77
785,43804,1.8
786,43805,1.84
787,43808,1.83
788,43809,1.85
789,43810,1.79
790,43811,1.9
791,43812,1.82
792,43815,1.89
793,43816,1.89
794,43817,1.92
795,43818,1.92
796,43819,1.92
797,43822,1.93
798,43823,1.9
799,43824,1.9
800,43825,1.9
801,43826,1.88
802,43829,1.9
803,43830,1.92
804,43831,1.92
805,43832,1.88
806,43833,1.8
807,43836,1.81
808,43837,1.83
809,43838,1.87
810,43839,1.85
811,43840,1.83
812,43843,1.85
813,43844,1.82
814,43845,1.79
815,43846,1.81
816,43847,1.84
817,43850,1.84
818,43851,1.78
819,43852,1.77
820,43853,1.74
821,43854,1.7
822,43857,1.61
823,43858,1.65
824,43859,1.6
825,43860,1.57
826,43861,1.51
827,43864,1.54
828,43865,1.61
829,43866,1.66
830,43867,1.65
831,43868,1.59
832,43871,1.56
833,43872,1.59
834,43873,1.62
835,43874,1.61
836,43875,1.59
837,43878,1.59
838,43879,1.55
839,43880,1.56
840,43881,1.52
841,43882,1.46
842,43885,1.38
843,43886,1.33
844,43887,1.33
845,43888,1.3
846,43889,1.13
847,43892,1.1
848,43893,1.02
849,43894,1.02
850,43895,0.92
851,43896,0.74
852,43899,0.54
853,43900,0.76
854,43901,0.82
855,43902,0.88
856,43903,0.94
857,43906,0.73
858,43907,1.02
859,43908,1.18
860,43909,1.12
861,43910,0.92
862,43913,0.76
863,43914,0.84
864,43915,0.88
865,43916,0.83
866,43917,0.72
867,43920,0.7
868,43921,0.7
869,43922,0.62
870,43923,0.63
871,43924,0.62
872,43927,0.67
873,43928,0.75
874,43929,0.77
875,43930,0.73
876,43931,0.73
877,43934,0.76
878,43935,0.76
879,43936,0.63
880,43937,0.61
881,43938,0.65
882,43941,0.63
883,43942,0.58
884,43943,0.63
885,43944,0.61
886,43945,0.6
887,43948,0.67
888,43949,0.62
889,43950,0.63
890,43951,0.64
891,43952,0.64
892,43955,0.64
893,43956,0.66
894,43957,0.72
895,43958,0.63
896,43959,0.69
897,43962,0.73
898,43963,0.69
899,43964,0.64
900,43965,0.63
901,43966,0.64
902,43969,0.73
903,43970,0.7
904,43971,0.68
905,43972,0.68
906,43973,0.66
907,43976,0.66
908,43977,0.69
909,43978,0.68
910,43979,0.7
911,43980,0.65
912,43983,0.66
913,43984,0.68
914,43985,0.77
915,43986,0.82
916,43987,0.91
917,43990,0.88
918,43991,0.84
919,43992,0.75
920,43993,0.66
921,43994,0.71
922,43997,0.71
923,43998,0.75
924,43999,0.74
925,44000,0.71
926,44001,0.7
927,44004,0.71
928,44005,0.72
929,44006,0.69
930,44007,0.68
931,44008,0.64
932,44011,0.64
933,44012,0.66
934,44013,0.69
935,44014,0.68
936,44015,0.68
937,44018,0.69
938,44019,0.65
939,44020,0.67
940,44021,0.62
941,44022,0.65
942,44025,0.64
943,44026,0.63
944,44027,0.64
945,44028,0.62
946,44029,0.64
947,44032,0.62
948,44033,0.61
949,44034,0.6
950,44035,0.59
951,44036,0.59
952,44039,0.62
953,44040,0.59
954,44041,0.58
955,44042,0.55
956,44043,0.55
957,44046,0.56
958,44047,0.52
959,44048,0.55
960,44049,0.55
961,44050,0.57
962,44053,0.59
963,44054,0.64
964,44055,0.69
965,44056,0.71
966,44057,0.71
967,44060,0.69
968,44061,0.67
969,44062,0.68
970,44063,0.65
971,44064,0.64
972,44067,0.65
973,44068,0.69
974,44069,0.69
975,44070,0.74
976,44071,0.74
977,44074,0.72
978,44075,0.68
979,44076,0.66
980,44077,0.63
981,44078,0.72
982,44081,0.72
983,44082,0.69
984,44083,0.71
985,44084,0.68
986,44085,0.67
987,44088,0.68
988,44089,0.68
989,44090,0.69
990,44091,0.69
991,44092,0.7
992,44095,0.68
993,44096,0.68
994,44097,0.68
995,44098,0.67
996,44099,0.66
997,44102,0.67
998,44103,0.66
999,44104,0.69
1000,44105,0.68
1001,44106,0.7
1002,44109,0.78
1003,44110,0.76
1004,44111,0.81
1005,44112,0.78
1006,44113,0.79
1007,44116,0.79
1008,44117,0.74
1009,44118,0.73
1010,44119,0.74
1011,44120,0.76
1012,44123,0.78
1013,44124,0.81
1014,44125,0.83
1015,44126,0.87
1016,44127,0.85
1017,44130,0.81
1018,44131,0.79
1019,44132,0.79
1020,44133,0.85
1021,44134,0.88
1022,44137,0.87
1023,44138,0.9
1024,44139,0.78
1025,44140,0.79
1026,44141,0.83
1027,44144,0.96
1028,44145,0.98
1029,44146,0.98
1030,44147,0.88
1031,44148,0.89
1032,44151,0.91
1033,44152,0.87
1034,44153,0.88
1035,44154,0.86
1036,44155,0.83
1037,44158,0.86
1038,44159,0.88
1039,44160,0.88
1040,44161,0.88
1041,44162,0.84
1042,44165,0.84
1043,44166,0.92
1044,44167,0.95
1045,44168,0.92
1046,44169,0.97
1047,44172,0.94
1048,44173,0.92
1049,44174,0.95
1050,44175,0.92
1051,44176,0.9
1052,44179,0.9
1053,44180,0.92
1054,44181,0.92
1055,44182,0.94
1056,44183,0.95
1057,44186,0.95
1058,44187,0.93
1059,44188,0.96
1060,44189,0.94
1061,44190,0.94
1062,44193,0.94
1063,44194,0.94
1064,44195,0.93
1065,44196,0.93
1066,44197,0.93
1067,44200,0.93
1068,44201,0.96
1069,44202,1.04
1070,44203,1.08
1071,44204,1.13
1072,44207,1.15
1073,44208,1.15
1074,44209,1.1
1075,44210,1.15
1076,44211,1.11
1077,44214,1.11
1078,44215,1.1
1079,44216,1.1
1080,44217,1.12
1081,44218,1.1
1082,44221,1.05
1083,44222,1.05
1084,44223,1.04
1085,44224,1.07
1086,44225,1.11
1087,44228,1.09
1088,44229,1.12
1089,44230,1.15
1090,44231,1.15
1091,44232,1.19
1092,44235,1.19
1093,44236,1.18
1094,44237,1.15
1095,44238,1.16
1096,44239,1.2
1097,44242,1.2
1098,44243,1.3
1099,44244,1.29
1100,44245,1.29
1101,44246,1.34
1102,44249,1.37
1103,44250,1.37
1104,44251,1.38
1105,44252,1.54
1106,44253,1.44
1107,44256,1.45
1108,44257,1.42
1109,44258,1.47
1110,44259,1.54
1111,44260,1.56
1112,44263,1.59
1113,44264,1.55
1114,44265,1.53
1115,44266,1.54
1116,44267,1.64
1117,44270,1.62
1118,44271,1.62
1119,44272,1.63
1120,44273,1.71
1121,44274,1.74
1122,44277,1.69
1123,44278,1.63
1124,44279,1.62
1125,44280,1.63
1126,44281,1.67
1127,44284,1.73
1128,44285,1.73
1129,44286,1.74
1130,44287,1.69
1131,44288,1.72
1132,44291,1.73
1133,44292,1.67
1134,44293,1.68
1135,44294,1.64
1136,44295,1.67
1137,44298,1.69
1138,44299,1.64
1139,44300,1.64
1140,44301,1.56
1141,44302,1.59
1142,44305,1.61
1143,44306,1.58
1144,44307,1.57
1145,44308,1.57
1146,44309,1.58
1147,44312,1.58
1148,44313,1.63
1149,44314,1.63
1150,44315,1.65
1151,44316,1.65
1152,44319,1.63
1153,44320,1.61
1154,44321,1.59
1155,44322,1.58
1156,44323,1.6
1157,44326,1.63
1158,44327,1.64
1159,44328,1.69
1160,44329,1.66
1161,44330,1.63
1162,44333,1.64
1163,44334,1.64
1164,44335,1.68
1165,44336,1.63
1166,44337,1.63
1167,44340,1.61
1168,44341,1.56
1169,44342,1.58
1170,44343,1.61
1171,44344,1.58
1172,44347,1.58
1173,44348,1.62
1174,44349,1.59
1175,44350,1.63
1176,44351,1.56
1177,44354,1.57
1178,44355,1.53
1179,44356,1.5
1180,44357,1.45
1181,44358,1.47
1182,44361,1.51
1183,44362,1.51
1184,44363,1.57
1185,44364,1.52
1186,44365,1.45
1187,44368,1.5
1188,44369,1.48
1189,44370,1.5
1190,44371,1.49
1191,44372,1.54
1192,44375,1.49
1193,44376,1.49
1194,44377,1.45
1195,44378,1.48
1196,44379,1.44
1197,44382,1.44
1198,44383,1.37
1199,44384,1.33
1200,44385,1.3
1201,44386,1.37
1202,44389,1.38
1203,44390,1.42
1204,44391,1.37
1205,44392,1.31
1206,44393,1.31
1207,44396,1.19
1208,44397,1.23
1209,44398,1.3
1210,44399,1.27
1211,44400,1.3
1212,44403,1.29
1213,44404,1.25
1214,44405,1.26
1215,44406,1.28
1216,44407,1.24
1217,44410,1.2
1218,44411,1.19
1219,44412,1.19
1220,44413,1.23
1221,44414,1.31
1222,44417,1.33
1223,44418,1.36
1224,44419,1.35
1225,44420,1.36
1226,44421,1.29
1227,44424,1.26
1228,44425,1.26
1229,44426,1.27
1230,44427,1.24
1231,44428,1.26
1232,44431,1.25
1233,44432,1.29
1234,44433,1.35
1235,44434,1.34
1236,44435,1.31
1237,44438,1.29
1238,44439,1.3
1239,44440,1.31
1240,44441,1.29
1241,44442,1.33
1242,44445,1.33
1243,44446,1.38
1244,44447,1.35
1245,44448,1.3
1246,44449,1.35
1247,44452,1.33
1248,44453,1.28
1249,44454,1.31
1250,44455,1.34
1251,44456,1.37
1252,44459,1.31
1253,44460,1.33
1254,44461,1.32
1255,44462,1.41
1256,44463,1.47
1257,44466,1.48
1258,44467,1.54
1259,44468,1.55
1260,44469,1.52
1261,44470,1.48
1262,44473,1.49
1263,44474,1.54
1264,44475,1.53
1265,44476,1.58
1266,44477,1.61
1267,44480,1.61
1268,44481,1.59
1269,44482,1.56
1270,44483,1.52
1271,44484,1.59
1272,44487,1.59
1273,44488,1.65
1274,44489,1.65
1275,44490,1.68
1276,44491,1.66
1277,44494,1.64
1278,44495,1.63
1279,44496,1.54
1280,44497,1.57
1281,44498,1.55
1282,44501,1.58
1283,44502,1.56
1284,44503,1.6
1285,44504,1.53
1286,44505,1.45
1287,44508,1.51
1288,44509,1.46
1289,44510,1.56
1290,44511,1.56
1291,44512,1.58
1292,44515,1.63
1293,44516,1.63
1294,44517,1.6
1295,44518,1.59
1296,44519,1.54
1297,44522,1.63
1298,44523,1.67
1299,44524,1.64
1300,44525,1.64
1301,44526,1.48
1302,44529,1.52
1303,44530,1.43
1304,44531,1.43
1305,44532,1.44
1306,44533,1.35
1307,44536,1.43
1308,44537,1.48
1309,44538,1.52
1310,44539,1.49
1311,44540,1.48
1312,44543,1.42
1313,44544,1.44
1314,44545,1.47
1315,44546,1.44
1316,44547,1.41
1317,44550,1.43
1318,44551,1.48
1319,44552,1.46
1320,44553,1.5
1321,44554,1.5
1322,44557,1.48
1323,44558,1.49
1324,44559,1.55
1325,44560,1.52
1326,44561,1.52
